,gene-symbol,GO_ID,GO_term,gene-score
866,AGAP2,GO:0090543,Flemming body,2.0
867,AGAP2,GO:0090630,activation of GTPase activity,2.0
872,AGBL4,GO:0004181,metallocarboxypeptidase activity,2.0
873,AGBL4,GO:0005794,Golgi apparatus,2.0
874,AGBL4,GO:0005814,centriole,2.0
875,AGBL4,GO:0005829,cytosol,2.0
876,AGBL4,GO:0006508,proteolysis,2.0
877,AGBL4,GO:0008270,zinc ion binding,2.0
878,AGBL4,GO:0008285,negative regulation of cell population proliferation,2.0
879,AGBL4,GO:0015631,tubulin binding,2.0
880,AGBL4,GO:0021954,central nervous system neuron development,2.0
881,AGBL4,GO:0035608,protein deglutamylation,2.0
882,AGBL4,GO:0035609,C-terminal protein deglutamylation,2.0
883,AGBL4,GO:0035610,protein side chain deglutamylation,2.0
884,AGBL4,GO:0036064,ciliary basal body,2.0
885,AGBL4,GO:0051607,defense response to virus,2.0
886,AGBL4,GO:0098957,anterograde axonal transport of mitochondrion,2.0
887,AGBL4,GO:0098958,retrograde axonal transport of mitochondrion,2.0
888,AGBL4,GO:0120222,regulation of blastocyst development,2.0
889,AGBL4,GO:1904115,axon cytoplasm,2.0
890,AGBL4,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,2.0
891,AGMO,GO:0005506,iron ion binding,2.0
892,AGMO,GO:0005515,protein binding,2.0
893,AGMO,GO:0005783,endoplasmic reticulum,2.0
895,AGMO,GO:0005789,endoplasmic reticulum membrane,2.0
896,AGMO,GO:0006643,membrane lipid metabolic process,2.0
898,AGMO,GO:0019432,triglyceride biosynthetic process,2.0
899,AGMO,GO:0046485,ether lipid metabolic process,2.0
900,AGMO,GO:0050479,glyceryl-ether monooxygenase activity,2.0
903,AGO1,GO:0000932,P-body,2.0
904,AGO1,GO:0000956,nuclear-transcribed mRNA catabolic process,2.0
905,AGO1,GO:0000993,RNA polymerase II complex binding,2.0
906,AGO1,GO:0001046,core promoter sequence-specific DNA binding,2.0
907,AGO1,GO:0003723,RNA binding,2.0
910,AGO1,GO:0003725,double-stranded RNA binding,2.0
911,AGO1,GO:0003727,single-stranded RNA binding,2.0
913,AGO1,GO:0004521,endoribonuclease activity,2.0
914,AGO1,GO:0005515,protein binding,2.0
915,AGO1,GO:0005634,nucleus,2.0
916,AGO1,GO:0005654,nucleoplasm,2.0
917,AGO1,GO:0005737,cytoplasm,2.0
918,AGO1,GO:0005829,cytosol,2.0
920,AGO1,GO:0005844,polysome,2.0
921,AGO1,GO:0010501,RNA secondary structure unwinding,2.0
923,AGO1,GO:0016442,RISC complex,2.0
924,AGO1,GO:0016525,negative regulation of angiogenesis,2.0
925,AGO1,GO:0031054,pre-miRNA processing,2.0
926,AGO1,GO:0035196,miRNA processing,2.0
927,AGO1,GO:0035198,miRNA binding,2.0
929,AGO1,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,2.0
930,AGO1,GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,2.0
931,AGO1,GO:0036464,cytoplasmic ribonucleoprotein granule,2.0
932,AGO1,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
933,AGO1,GO:0070578,RISC-loading complex,2.0
934,AGO1,GO:0070922,RISC complex assembly,2.0
935,AGO1,GO:0090625,siRNA-mediated gene silencing by mRNA destabilization,2.0
936,AGO1,GO:1990904,ribonucleoprotein complex,2.0
937,AGO2,GO:0000340,RNA 7-methylguanosine cap binding,2.0
938,AGO2,GO:0000932,P-body,2.0
939,AGO2,GO:0000993,RNA polymerase II complex binding,2.0
940,AGO2,GO:0001046,core promoter sequence-specific DNA binding,2.0
941,AGO2,GO:0003723,RNA binding,2.0
943,AGO2,GO:0003725,double-stranded RNA binding,2.0
944,AGO2,GO:0003727,single-stranded RNA binding,2.0
946,AGO2,GO:0003743,translation initiation factor activity,2.0
947,AGO2,GO:0004521,endoribonuclease activity,2.0
950,AGO2,GO:0005515,protein binding,2.0
951,AGO2,GO:0005634,nucleus,2.0
953,AGO2,GO:0005654,nucleoplasm,2.0
954,AGO2,GO:0005737,cytoplasm,2.0
955,AGO2,GO:0005829,cytosol,2.0
957,AGO2,GO:0005844,polysome,2.0
958,AGO2,GO:0005845,mRNA cap binding complex,2.0
959,AGO2,GO:0006412,translation,2.0
960,AGO2,GO:0006413,translational initiation,2.0
961,AGO2,GO:0008022,protein C-terminus binding,2.0
962,AGO2,GO:0009791,post-embryonic development,2.0
963,AGO2,GO:0010501,RNA secondary structure unwinding,2.0
965,AGO2,GO:0010586,miRNA metabolic process,2.0
966,AGO2,GO:0010628,positive regulation of gene expression,2.0
967,AGO2,GO:0016020,membrane,2.0
968,AGO2,GO:0016442,RISC complex,2.0
971,AGO2,GO:0030422,siRNA processing,2.0
972,AGO2,GO:0030425,dendrite,2.0
973,AGO2,GO:0031047,RNA-mediated gene silencing,2.0
974,AGO2,GO:0031054,pre-miRNA processing,2.0
975,AGO2,GO:0035194,RNA-mediated post-transcriptional gene silencing,2.0
976,AGO2,GO:0035196,miRNA processing,2.0
977,AGO2,GO:0035197,siRNA binding,2.0
979,AGO2,GO:0035198,miRNA binding,2.0
983,AGO2,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,2.0
985,AGO2,GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,2.0
987,AGO2,GO:0036464,cytoplasmic ribonucleoprotein granule,2.0
988,AGO2,GO:0042985,negative regulation of amyloid precursor protein biosynthetic process,2.0
989,AGO2,GO:0045766,positive regulation of angiogenesis,2.0
990,AGO2,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
991,AGO2,GO:0045947,negative regulation of translational initiation,2.0
992,AGO2,GO:0046872,metal ion binding,2.0
993,AGO2,GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,2.0
994,AGO2,GO:0070062,extracellular exosome,2.0
995,AGO2,GO:0070551,"endoribonuclease activity, cleaving siRNA-paired mRNA",2.0
996,AGO2,GO:0070578,RISC-loading complex,2.0
998,AGO2,GO:0070922,RISC complex assembly,2.0
999,AGO2,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",2.0
1000,AGO2,GO:0090624,"endoribonuclease activity, cleaving miRNA-paired mRNA",2.0
1002,AGO2,GO:0090625,siRNA-mediated gene silencing by mRNA destabilization,2.0
1004,AGO2,GO:0098808,mRNA cap binding,2.0
1005,AGO2,GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2.0
1006,AGO2,GO:1901165,positive regulation of trophoblast cell migration,2.0
1007,AGO2,GO:1990904,ribonucleoprotein complex,2.0
1008,AGO3,GO:0000794,condensed nuclear chromosome,2.0
1009,AGO3,GO:0000932,P-body,2.0
1010,AGO3,GO:0003723,RNA binding,2.0
1012,AGO3,GO:0003725,double-stranded RNA binding,2.0
1013,AGO3,GO:0003727,single-stranded RNA binding,2.0
1015,AGO3,GO:0004521,endoribonuclease activity,2.0
1017,AGO3,GO:0005515,protein binding,2.0
1018,AGO3,GO:0005654,nucleoplasm,2.0
1019,AGO3,GO:0005737,cytoplasm,2.0
1020,AGO3,GO:0005829,cytosol,2.0
1022,AGO3,GO:0006402,mRNA catabolic process,2.0
1023,AGO3,GO:0010501,RNA secondary structure unwinding,2.0
1025,AGO3,GO:0010628,positive regulation of gene expression,2.0
1026,AGO3,GO:0016020,membrane,2.0
1027,AGO3,GO:0016442,RISC complex,2.0
1028,AGO3,GO:0031054,pre-miRNA processing,2.0
1029,AGO3,GO:0035196,miRNA processing,2.0
1030,AGO3,GO:0035198,miRNA binding,2.0
1032,AGO3,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,2.0
1033,AGO3,GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,2.0
1034,AGO3,GO:0036464,cytoplasmic ribonucleoprotein granule,2.0
1035,AGO3,GO:0046872,metal ion binding,2.0
1036,AGO3,GO:0070578,RISC-loading complex,2.0
1037,AGO3,GO:0070922,RISC complex assembly,2.0
1038,AGO3,GO:0072091,regulation of stem cell proliferation,2.0
1039,AGO3,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",2.0
1040,AGO3,GO:0090624,"endoribonuclease activity, cleaving miRNA-paired mRNA",2.0
1041,AGO3,GO:0090625,siRNA-mediated gene silencing by mRNA destabilization,2.0
1042,AGO3,GO:1901224,positive regulation of NIK/NF-kappaB signaling,2.0
1043,AGO4,GO:0000932,P-body,2.0
1044,AGO4,GO:0003723,RNA binding,2.0
1045,AGO4,GO:0003725,double-stranded RNA binding,2.0
1046,AGO4,GO:0003727,single-stranded RNA binding,2.0
1048,AGO4,GO:0004521,endoribonuclease activity,2.0
1049,AGO4,GO:0005515,protein binding,2.0
1050,AGO4,GO:0005634,nucleus,2.0
1051,AGO4,GO:0005737,cytoplasm,2.0
1052,AGO4,GO:0005829,cytosol,2.0
1054,AGO4,GO:0006402,mRNA catabolic process,2.0
1055,AGO4,GO:0007130,synaptonemal complex assembly,2.0
1056,AGO4,GO:0007140,male meiotic nuclear division,2.0
1057,AGO4,GO:0008584,male gonad development,2.0
1058,AGO4,GO:0010501,RNA secondary structure unwinding,2.0
1060,AGO4,GO:0010586,miRNA metabolic process,2.0
1061,AGO4,GO:0016020,membrane,2.0
1062,AGO4,GO:0016442,RISC complex,2.0
1063,AGO4,GO:0022604,regulation of cell morphogenesis,2.0
1064,AGO4,GO:0031054,pre-miRNA processing,2.0
1065,AGO4,GO:0035196,miRNA processing,2.0
1066,AGO4,GO:0035198,miRNA binding,2.0
1068,AGO4,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,2.0
1069,AGO4,GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,2.0
1070,AGO4,GO:0036464,cytoplasmic ribonucleoprotein granule,2.0
1071,AGO4,GO:0043066,negative regulation of apoptotic process,2.0
1072,AGO4,GO:0070578,RISC-loading complex,2.0
1073,AGO4,GO:0070922,RISC complex assembly,2.0
1074,AGO4,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",2.0
1075,AGO4,GO:0090625,siRNA-mediated gene silencing by mRNA destabilization,2.0
1076,AGTR2,GO:0001974,blood vessel remodeling,2.0
1077,AGTR2,GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,2.0
1078,AGTR2,GO:0002033,angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure,2.0
1079,AGTR2,GO:0002035,brain renin-angiotensin system,2.0
1080,AGTR2,GO:0004930,G protein-coupled receptor activity,2.0
1081,AGTR2,GO:0004945,angiotensin type II receptor activity,2.0
1084,AGTR2,GO:0005515,protein binding,2.0
1085,AGTR2,GO:0005886,plasma membrane,2.0
1088,AGTR2,GO:0006954,inflammatory response,2.0
1089,AGTR2,GO:0007166,cell surface receptor signaling pathway,2.0
1090,AGTR2,GO:0007186,G protein-coupled receptor signaling pathway,2.0
1092,AGTR2,GO:0007199,G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger,2.0
1093,AGTR2,GO:0007263,nitric oxide mediated signal transduction,2.0
1095,AGTR2,GO:0007420,brain development,2.0
1096,AGTR2,GO:0008217,regulation of blood pressure,2.0
1097,AGTR2,GO:0010459,negative regulation of heart rate,2.0
1098,AGTR2,GO:0030308,negative regulation of cell growth,2.0
1099,AGTR2,GO:0032516,positive regulation of phosphoprotein phosphatase activity,2.0
1100,AGTR2,GO:0035556,intracellular signal transduction,2.0
1101,AGTR2,GO:0035566,regulation of metanephros size,2.0
1102,AGTR2,GO:0035640,exploration behavior,2.0
1103,AGTR2,GO:0038166,angiotensin-activated signaling pathway,2.0
1104,AGTR2,GO:0042311,vasodilation,2.0
1105,AGTR2,GO:0043537,negative regulation of blood vessel endothelial cell migration,2.0
1106,AGTR2,GO:0045429,positive regulation of nitric oxide biosynthetic process,2.0
1107,AGTR2,GO:0045893,positive regulation of DNA-templated transcription,2.0
1108,AGTR2,GO:0048019,receptor antagonist activity,2.0
1109,AGTR2,GO:0051000,positive regulation of nitric-oxide synthase activity,2.0
1110,AGTR2,GO:0051387,negative regulation of neurotrophin TRK receptor signaling pathway,2.0
1111,AGTR2,GO:0051402,neuron apoptotic process,2.0
1112,AGTR2,GO:0072300,positive regulation of metanephric glomerulus development,2.0
1113,AGTR2,GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,2.0
1114,AGTR2,GO:2000272,negative regulation of signaling receptor activity,2.0
1115,AGTR2,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,2.0
1161,AHNAK,GO:0003723,RNA binding,2.0
1162,AHNAK,GO:0005515,protein binding,2.0
1163,AHNAK,GO:0005634,nucleus,2.0
1166,AHNAK,GO:0005737,cytoplasm,2.0
1168,AHNAK,GO:0005765,lysosomal membrane,2.0
1169,AHNAK,GO:0005829,cytosol,2.0
1171,AHNAK,GO:0005886,plasma membrane,2.0
1172,AHNAK,GO:0005925,focal adhesion,2.0
1173,AHNAK,GO:0015629,actin cytoskeleton,2.0
1174,AHNAK,GO:0016020,membrane,2.0
1175,AHNAK,GO:0030315,T-tubule,2.0
1176,AHNAK,GO:0031982,vesicle,2.0
1177,AHNAK,GO:0042383,sarcolemma,2.0
1179,AHNAK,GO:0043034,costamere,2.0
1181,AHNAK,GO:0043484,regulation of RNA splicing,2.0
1183,AHNAK,GO:0044291,cell-cell contact zone,2.0
1184,AHNAK,GO:0044548,S100 protein binding,2.0
1185,AHNAK,GO:0045121,membrane raft,2.0
1186,AHNAK,GO:0045296,cadherin binding,2.0
1187,AHNAK,GO:0070062,extracellular exosome,2.0
1189,AHNAK,GO:0097493,structural molecule activity conferring elasticity,2.0
1190,AHNAK,GO:0098797,plasma membrane protein complex,2.0
1191,AHNAK,GO:1901385,regulation of voltage-gated calcium channel activity,2.0
1192,AHNAK,GO:1905686,positive regulation of plasma membrane repair,2.0
1193,AKAP9,GO:0003677,DNA binding,2.0
1194,AKAP9,GO:0005102,signaling receptor binding,2.0
1195,AKAP9,GO:0005515,protein binding,2.0
1196,AKAP9,GO:0005794,Golgi apparatus,2.0
1197,AKAP9,GO:0005795,Golgi stack,2.0
1199,AKAP9,GO:0005801,cis-Golgi network,2.0
1201,AKAP9,GO:0005813,centrosome,2.0
1203,AKAP9,GO:0005829,cytosol,2.0
1204,AKAP9,GO:0005856,cytoskeleton,2.0
1205,AKAP9,GO:0007020,microtubule nucleation,2.0
1206,AKAP9,GO:0007165,signal transduction,2.0
1207,AKAP9,GO:0007194,negative regulation of adenylate cyclase activity,2.0
1208,AKAP9,GO:0007268,chemical synaptic transmission,2.0
1209,AKAP9,GO:0008076,voltage-gated potassium channel complex,2.0
1210,AKAP9,GO:0015459,potassium channel regulator activity,2.0
1212,AKAP9,GO:0031116,positive regulation of microtubule polymerization,2.0
1213,AKAP9,GO:0031503,protein-containing complex localization,2.0
1214,AKAP9,GO:0033138,positive regulation of peptidyl-serine phosphorylation,2.0
1216,AKAP9,GO:0034237,protein kinase A regulatory subunit binding,2.0
1219,AKAP9,GO:0034705,potassium channel complex,2.0
1220,AKAP9,GO:0043025,neuronal cell body,2.0
1221,AKAP9,GO:0043231,intracellular membrane-bounded organelle,2.0
1222,AKAP9,GO:0044307,dendritic branch,2.0
1223,AKAP9,GO:0044325,transmembrane transporter binding,2.0
1224,AKAP9,GO:0051602,response to electrical stimulus,2.0
1225,AKAP9,GO:0051661,maintenance of centrosome location,2.0
1227,AKAP9,GO:0060090,molecular adaptor activity,2.0
1229,AKAP9,GO:0060306,regulation of membrane repolarization,2.0
1230,AKAP9,GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,2.0
1232,AKAP9,GO:0071320,cellular response to cAMP,2.0
1233,AKAP9,GO:0086091,regulation of heart rate by cardiac conduction,2.0
1234,AKAP9,GO:0097060,synaptic membrane,2.0
1235,AKAP9,GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction,2.0
1236,AKAP9,GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,2.0
1238,AKAP9,GO:0098978,glutamatergic synapse,2.0
1240,AKAP9,GO:0099147,extrinsic component of postsynaptic density membrane,2.0
1241,AKAP9,GO:1901018,positive regulation of potassium ion transmembrane transporter activity,2.0
1243,AKAP9,GO:1903358,regulation of Golgi organization,2.0
1314,AMPD1,GO:0003876,AMP deaminase activity,2.0
1315,AMPD1,GO:0005515,protein binding,2.0
1316,AMPD1,GO:0005829,cytosol,2.0
1318,AMPD1,GO:0006188,IMP biosynthetic process,2.0
1319,AMPD1,GO:0032263,GMP salvage,2.0
1320,AMPD1,GO:0032264,IMP salvage,2.0
1321,AMPD1,GO:0042802,identical protein binding,2.0
1322,AMPD1,GO:0046033,AMP metabolic process,2.0
1323,AMPD1,GO:0046872,metal ion binding,2.0
1324,AMT,GO:0004047,aminomethyltransferase activity,2.0
1327,AMT,GO:0005654,nucleoplasm,2.0
1328,AMT,GO:0005739,mitochondrion,2.0
1331,AMT,GO:0005759,mitochondrial matrix,2.0
1332,AMT,GO:0006546,glycine catabolic process,2.0
1333,AMT,GO:0008483,transaminase activity,2.0
1334,AMT,GO:0019464,glycine decarboxylation via glycine cleavage system,2.0
1492,ANKRD17,GO:0000785,chromatin,2.0
1493,ANKRD17,GO:0001673,male germ cell nucleus,2.0
1494,ANKRD17,GO:0001955,blood vessel maturation,2.0
1495,ANKRD17,GO:0003682,chromatin binding,2.0
1496,ANKRD17,GO:0003723,RNA binding,2.0
1497,ANKRD17,GO:0005515,protein binding,2.0
1498,ANKRD17,GO:0005634,nucleus,2.0
1500,ANKRD17,GO:0005654,nucleoplasm,2.0
1501,ANKRD17,GO:0005737,cytoplasm,2.0
1503,ANKRD17,GO:0006275,regulation of DNA replication,2.0
1504,ANKRD17,GO:0016020,membrane,2.0
1505,ANKRD17,GO:0031965,nuclear membrane,2.0
1506,ANKRD17,GO:0042742,defense response to bacterium,2.0
1507,ANKRD17,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,2.0
1508,ANKRD17,GO:0045087,innate immune response,2.0
1510,ANKRD17,GO:0045787,positive regulation of cell cycle,2.0
1511,ANKRD17,GO:0051151,negative regulation of smooth muscle cell differentiation,2.0
1512,ANKRD17,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,2.0
1513,ANKRD17,GO:1900245,positive regulation of MDA-5 signaling pathway,2.0
1514,ANKRD17,GO:1900246,positive regulation of RIG-I signaling pathway,2.0
1515,ANKS1B,GO:0005654,nucleoplasm,2.0
1516,ANKS1B,GO:0005813,centrosome,2.0
1517,ANKS1B,GO:0005829,cytosol,2.0
1518,ANKS1B,GO:0005886,plasma membrane,2.0
1519,ANKS1B,GO:0014069,postsynaptic density,2.0
1520,ANKS1B,GO:0015030,Cajal body,2.0
1521,ANKS1B,GO:0043197,dendritic spine,2.0
1522,ANKS1B,GO:0046875,ephrin receptor binding,2.0
1524,ANKS1B,GO:0048013,ephrin receptor signaling pathway,2.0
1525,ANKS1B,GO:1900383,regulation of synaptic plasticity by receptor localization to synapse,2.0
1526,ANXA1,GO:0001533,cornified envelope,2.0
1527,ANXA1,GO:0001780,neutrophil homeostasis,2.0
1528,ANXA1,GO:0001891,phagocytic cup,2.0
1529,ANXA1,GO:0002250,adaptive immune response,2.0
1530,ANXA1,GO:0002548,monocyte chemotaxis,2.0
1531,ANXA1,GO:0002685,regulation of leukocyte migration,2.0
1533,ANXA1,GO:0005102,signaling receptor binding,2.0
1534,ANXA1,GO:0005509,calcium ion binding,2.0
1536,ANXA1,GO:0005515,protein binding,2.0
1537,ANXA1,GO:0005543,phospholipid binding,2.0
1538,ANXA1,GO:0005544,calcium-dependent phospholipid binding,2.0
1540,ANXA1,GO:0005576,extracellular region,2.0
1541,ANXA1,GO:0005615,extracellular space,2.0
1544,ANXA1,GO:0005634,nucleus,2.0
1545,ANXA1,GO:0005654,nucleoplasm,2.0
1546,ANXA1,GO:0005737,cytoplasm,2.0
1549,ANXA1,GO:0005768,endosome,2.0
1550,ANXA1,GO:0005829,cytosol,2.0
1551,ANXA1,GO:0005884,actin filament,2.0
1552,ANXA1,GO:0005886,plasma membrane,2.0
1554,ANXA1,GO:0005912,adherens junction,2.0
1555,ANXA1,GO:0005925,focal adhesion,2.0
1556,ANXA1,GO:0006909,phagocytosis,2.0
1557,ANXA1,GO:0006954,inflammatory response,2.0
1559,ANXA1,GO:0007165,signal transduction,2.0
1560,ANXA1,GO:0007166,cell surface receptor signaling pathway,2.0
1561,ANXA1,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",2.0
1563,ANXA1,GO:0008289,lipid binding,2.0
1564,ANXA1,GO:0008360,regulation of cell shape,2.0
1566,ANXA1,GO:0009986,cell surface,2.0
1567,ANXA1,GO:0010165,response to X-ray,2.0
1568,ANXA1,GO:0014839,myoblast migration involved in skeletal muscle regeneration,2.0
1569,ANXA1,GO:0016323,basolateral plasma membrane,2.0
1570,ANXA1,GO:0016324,apical plasma membrane,2.0
1571,ANXA1,GO:0016328,lateral plasma membrane,2.0
1572,ANXA1,GO:0018149,peptide cross-linking,2.0
1573,ANXA1,GO:0019834,phospholipase A2 inhibitor activity,2.0
1575,ANXA1,GO:0019898,extrinsic component of membrane,2.0
1576,ANXA1,GO:0030073,insulin secretion,2.0
1577,ANXA1,GO:0030216,keratinocyte differentiation,2.0
1579,ANXA1,GO:0030850,prostate gland development,2.0
1580,ANXA1,GO:0031018,endocrine pancreas development,2.0
1581,ANXA1,GO:0031232,extrinsic component of external side of plasma membrane,2.0
1582,ANXA1,GO:0031313,extrinsic component of endosome membrane,2.0
1583,ANXA1,GO:0031340,positive regulation of vesicle fusion,2.0
1585,ANXA1,GO:0031394,positive regulation of prostaglandin biosynthetic process,2.0
